RegOpenKeyExA, IsBadStringPtrW
Pattern_Name,Total_Unique_Count,Malicious_Unique_Count,Beneign_Unique_Count
('RegOpenKeyExW';),58,39,19
('LoadLibraryA';),57,38,19
('GetProcAddress';),54,38,16
('RegOpenKeyExA';),58,39,19
('LocalAlloc';),58,39,19
('HeapAlloc';),58,39,19
('HeapFree';),58,39,19
('IsBadReadPtr';),58,39,19
('IsBadWritePtr';),58,39,19
('LocalFree';),58,39,19
('RegQueryValueExW';),58,39,19
('RegCloseKey';),58,39,19
('GetCurrentThread';),47,28,19
('GlobalAlloc';),36,17,19
('GlobalLock';),32,13,19
('GetCurrentThreadId';),58,39,19
('RegQueryValueW';),28,9,19
('GlobalUnlock';),32,13,19
('RegEnumKeyW';),30,11,19
('IsBadStringPtrW';),58,39,19
('GetCurrentProcessId';),57,38,19
('GlobalReAlloc';),25,6,19
('GlobalSize';),22,3,19
('GlobalFree';),33,14,19
('RegEnumValueW';),53,34,19
('GetEnvironmentVariableW';),36,17,19
('RegCreateKeyExW';),35,17,18
('LoadLibraryExW';),56,39,17
('RegSetValueExW';),34,15,19
('CreateProcessW';),26,7,19
('SetThreadPriority';),23,5,18
('OpenProcess';),25,6,19
('GetModuleFileNameW';),52,39,13
('ReadFile';),21,21,0
('LoadLibraryW';),49,38,11
('GetFileAttributesW';),26,26,0
('GetFullPathNameW';),35,35,0
('GetLongPathNameW';),11,11,0
('GetFileAttributesW'; 'GetCurrentThreadId'),0,0,0
('RegCloseKey'; 'LocalAlloc'),5,5,0
('HeapAlloc'; 'RegSetValueExW'),33,14,19
('RegEnumKeyW'; 'GlobalLock'),4,3,1
('GetFullPathNameW'; 'GetCurrentThreadId'),0,0,0
('HeapAlloc'; 'GlobalUnlock'),32,13,19
('HeapFree'; 'SetThreadPriority'),21,3,18
('HeapFree'; 'GetFileAttributesW'),25,25,0
('GetEnvironmentVariableW'; 'GetProcAddress'),11,1,10
('RegCreateKeyExW'; 'HeapFree'),0,0,0
('RegEnumValueW'; 'GetFullPathNameW'),22,22,0
('IsBadStringPtrW'; 'CreateProcessW'),24,5,19
('SetThreadPriority'; 'LocalFree'),2,2,0
('RegQueryValueW'; 'RegOpenKeyExW'),0,0,0
('LocalFree'; 'GetEnvironmentVariableW'),36,17,19
('GetFileAttributesW'; 'RegQueryValueExW'),3,3,0
('GlobalReAlloc'; 'CreateProcessW'),22,3,19
('GlobalUnlock'; 'LocalFree'),1,1,0
('RegOpenKeyExW'; 'LoadLibraryA'),46,27,19
('LocalFree'; 'CreateProcessW'),26,7,19
('RegEnumKeyW'; 'GlobalFree'),23,4,19
('GlobalAlloc'; 'RegQueryValueExW'),4,4,0
('HeapAlloc'; 'GetFullPathNameW'),35,35,0
('LocalAlloc'; 'GetProcAddress'),20,4,16
('HeapFree'; 'LoadLibraryA'),54,35,19
('IsBadWritePtr'; 'LocalFree'),25,22,3
('LocalFree'; 'RegEnumValueW'),41,22,19
('IsBadReadPtr'; 'LoadLibraryExW'),19,4,15
('GetLongPathNameW'; 'GetCurrentProcessId'),2,2,0
('HeapAlloc'; 'RegOpenKeyExA'),57,38,19
('GlobalFree'; 'SetThreadPriority'),21,3,18
('GlobalFree'; 'GetFileAttributesW'),3,3,0
('RegOpenKeyExW'; 'LocalAlloc'),16,16,0
('IsBadStringPtrW'; 'RegOpenKeyExW'),0,0,0
('HeapAlloc'; 'GetLongPathNameW'),11,11,0
('RegQueryValueExW'; 'LocalAlloc'),0,0,0
('GlobalReAlloc'; 'RegOpenKeyExW'),0,0,0
('RegSetValueExW'; 'RegQueryValueExW'),1,1,0
('HeapFree'; 'LocalAlloc'),36,36,0
('GetEnvironmentVariableW'; 'OpenProcess'),23,4,19
('GetLongPathNameW'; 'IsBadWritePtr'),3,3,0
('CreateProcessW'; 'LocalFree'),0,0,0
('RegOpenKeyExA'; 'RegCloseKey'),47,29,18
('GlobalFree'; 'LoadLibraryA'),3,2,1
('GetProcAddress'; 'RegQueryValueExW'),37,37,0
('IsBadReadPtr'; 'GetFullPathNameW'),32,32,0
('RegEnumKeyW'; 'RegCreateKeyExW'),25,7,18
('GlobalSize'; 'RegEnumValueW'),21,2,19
('RegEnumKeyW'; 'GlobalSize'),22,3,19
('GetLongPathNameW'; 'GetCurrentThread'),0,0,0
('GetCurrentProcessId'; 'GetCurrentProcessId'),0,0,0
('GetCurrentProcessId'; 'IsBadReadPtr'),17,16,1
('LocalAlloc'; 'OpenProcess'),25,6,19
('IsBadStringPtrW'; 'LocalFree'),17,17,0
('OpenProcess'; 'HeapAlloc'),0,0,0
('GlobalAlloc'; 'LoadLibraryExW'),21,7,14
('GetFileAttributesW'; 'RegSetValueExW'),11,11,0
('RegOpenKeyExA'; 'IsBadReadPtr'),43,37,6
('LocalFree'; 'LocalFree'),0,0,0
('GlobalReAlloc'; 'LocalFree'),0,0,0
('GetEnvironmentVariableW'; 'GlobalUnlock'),3,3,0
('GetFileAttributesW'; 'GlobalUnlock'),4,4,0
('RegCloseKey'; 'GlobalReAlloc'),25,6,19
('GlobalAlloc'; 'RegSetValueExW'),23,5,18
('GlobalFree'; 'LocalAlloc'),1,1,0
('LoadLibraryA'; 'GetCurrentProcessId'),35,22,13
('LocalAlloc'; 'HeapFree'),22,3,19
('GlobalUnlock'; 'GetProcAddress'),12,1,11
('GetCurrentProcessId'; 'IsBadWritePtr'),20,16,4
('GetFullPathNameW'; 'LocalFree'),0,0,0
('SetThreadPriority'; 'RegQueryValueExW'),2,2,0
('GlobalSize'; 'GetFileAttributesW'),2,2,0
('GetCurrentThread'; 'RegEnumValueW'),31,12,19
('GlobalUnlock'; 'RegQueryValueExW'),1,1,0
('GetEnvironmentVariableW'; 'GlobalFree'),6,6,0
('LocalAlloc'; 'GlobalLock'),31,12,19
('IsBadWritePtr'; 'GetProcAddress'),14,1,13
('RegCloseKey'; 'HeapFree'),3,2,1
('GetFileAttributesW'; 'GetFullPathNameW'),11,11,0
('RegEnumKeyW'; 'IsBadStringPtrW'),20,2,18
('RegCloseKey'; 'LoadLibraryW'),16,5,11
('RegSetValueExW'; 'RegSetValueExW'),0,0,0
('GlobalLock'; 'LoadLibraryExW'),18,4,14
('GlobalAlloc'; 'GetFullPathNameW'),9,9,0
('GetEnvironmentVariableW'; 'RegOpenKeyExA'),0,0,0
('RegSetValueExW'; 'GlobalUnlock'),6,5,1
('GetFileAttributesW'; 'RegOpenKeyExA'),1,1,0
('GetCurrentThread'; 'GetFileAttributesW'),21,21,0
('RegCloseKey'; 'GlobalLock'),31,12,19
('GlobalSize'; 'LoadLibraryA'),3,2,1
('GetCurrentProcessId'; 'GetCurrentThreadId'),1,1,0
('LocalAlloc'; 'GlobalFree'),32,13,19
('GetEnvironmentVariableW'; 'GetLongPathNameW'),7,7,0
('IsBadReadPtr'; 'RegEnumKeyW'),24,11,13
('RegCreateKeyExW'; 'HeapAlloc'),0,0,0
('GetFileAttributesW'; 'GetLongPathNameW'),11,11,0
('RegOpenKeyExA'; 'GetCurrentThreadId'),21,3,18
('HeapAlloc'; 'RegCloseKey'),58,39,19
('RegEnumValueW'; 'GetCurrentProcessId'),15,15,0
('LoadLibraryA'; 'GetCurrentThread'),23,23,0
('RegEnumValueW'; 'IsBadReadPtr'),17,17,0
('RegOpenKeyExW'; 'GlobalReAlloc'),25,6,19
('GetProcAddress'; 'RegSetValueExW'),20,13,7
('RegQueryValueW'; 'RegQueryValueExW'),2,1,1
('RegQueryValueExW'; 'GlobalReAlloc'),25,6,19
('LoadLibraryExW'; 'LoadLibraryA'),9,6,3
('GlobalUnlock'; 'RegQueryValueW'),7,1,6
('GlobalUnlock'; 'OpenProcess'),22,3,19
('GetCurrentThreadId'; 'SetThreadPriority'),23,5,18
('RegSetValueExW'; 'GetFullPathNameW'),9,9,0
('CreateProcessW'; 'RegQueryValueExW'),0,0,0
('HeapFree'; 'GlobalReAlloc'),25,6,19
('GlobalSize'; 'LocalAlloc'),0,0,0
('GlobalUnlock'; 'GlobalAlloc'),0,0,0
('RegEnumValueW'; 'IsBadWritePtr'),16,15,1
('HeapAlloc'; 'IsBadReadPtr'),52,39,13
('GetCurrentThread'; 'LoadLibraryA'),24,5,19
('RegQueryValueExW'; 'OpenProcess'),23,4,19
('GetCurrentProcessId'; 'GetEnvironmentVariableW'),33,14,19
('GetCurrentProcessId'; 'CreateProcessW'),26,7,19
('RegOpenKeyExW'; 'HeapFree'),2,2,0
('IsBadWritePtr'; 'OpenProcess'),23,4,19
('IsBadWritePtr'; 'RegQueryValueW'),18,9,9
('LocalAlloc'; 'GetModuleFileNameW'),42,29,13
('GlobalLock'; 'GetFullPathNameW'),7,7,0
('RegOpenKeyExA'; 'GetEnvironmentVariableW'),36,17,19
('GetEnvironmentVariableW'; 'RegCreateKeyExW'),31,13,18
('RegOpenKeyExW'; 'LoadLibraryW'),16,5,11
('IsBadWritePtr'; 'GlobalAlloc'),15,10,5
('RegQueryValueExW'; 'HeapFree'),12,0,12
('LocalFree'; 'GetProcAddress'),20,4,16
('SetThreadPriority'; 'RegSetValueExW'),1,1,0
('IsBadStringPtrW'; 'RegQueryValueExW'),0,0,0
('IsBadStringPtrW'; 'GlobalAlloc'),7,7,0
('RegSetValueExW'; 'GetLongPathNameW'),6,6,0
('LoadLibraryExW'; 'LocalAlloc'),3,1,2
('GlobalReAlloc'; 'RegQueryValueExW'),0,0,0
('GlobalUnlock'; 'RegSetValueExW'),21,3,18
