GlobalAlloc, IsBadWritePtr
Pattern_Name,Total_Unique_Count,Malicious_Unique_Count,Beneign_Unique_Count
('RegOpenKeyExW';),23,9,14
('LoadLibraryA';),22,8,14
('GetProcAddress';),21,9,12
('RegOpenKeyExA';),23,9,14
('LocalAlloc';),23,9,14
('HeapAlloc';),23,9,14
('HeapFree';),23,9,14
('IsBadReadPtr';),22,8,14
('IsBadWritePtr';),23,9,14
('LocalFree';),23,9,14
('RegQueryValueExW';),23,9,14
('RegCloseKey';),23,9,14
('GetCurrentThread';),20,6,14
('GlobalAlloc';),23,9,14
('GlobalLock';),20,6,14
('GetCurrentThreadId';),23,9,14
('RegQueryValueW';),15,1,14
('GlobalUnlock';),19,5,14
('RegEnumKeyW';),17,3,14
('IsBadStringPtrW';),22,8,14
('GetCurrentProcessId';),23,9,14
('GlobalReAlloc';),18,4,14
('GlobalSize';),14,0,14
('GlobalFree';),18,4,14
('RegEnumValueW';),20,6,14
('GetEnvironmentVariableW';),19,5,14
('RegCreateKeyExW';),18,5,13
('LoadLibraryExW';),21,8,13
('RegSetValueExW';),19,5,14
('CreateProcessW';),15,1,14
('SetThreadPriority';),15,2,13
('OpenProcess';),15,1,14
('GetModuleFileNameW';),19,9,10
('ReadFile';),6,6,0
('LoadLibraryW';),18,9,9
('GetFileAttributesW';),5,5,0
('GetFullPathNameW';),7,7,0
('GetLongPathNameW';),3,3,0
('GetFileAttributesW'; 'GetCurrentThreadId'),0,0,0
('RegCloseKey'; 'LocalAlloc'),1,1,0
('HeapAlloc'; 'RegSetValueExW'),19,5,14
('RegEnumKeyW'; 'GlobalLock'),1,0,1
('GetFullPathNameW'; 'GetCurrentThreadId'),0,0,0
('HeapAlloc'; 'GlobalUnlock'),19,5,14
('HeapFree'; 'SetThreadPriority'),14,1,13
('HeapFree'; 'GetFileAttributesW'),4,4,0
('GetEnvironmentVariableW'; 'GetProcAddress'),8,0,8
('RegCreateKeyExW'; 'HeapFree'),0,0,0
('RegEnumValueW'; 'GetFullPathNameW'),4,4,0
('IsBadStringPtrW'; 'CreateProcessW'),15,1,14
('SetThreadPriority'; 'LocalFree'),1,1,0
('RegQueryValueW'; 'RegOpenKeyExW'),0,0,0
('LocalFree'; 'GetEnvironmentVariableW'),19,5,14
('GetFileAttributesW'; 'RegQueryValueExW'),2,2,0
('GlobalReAlloc'; 'CreateProcessW'),15,1,14
('GlobalUnlock'; 'LocalFree'),2,2,0
('RegOpenKeyExW'; 'LoadLibraryA'),18,4,14
('LocalFree'; 'CreateProcessW'),15,1,14
('RegEnumKeyW'; 'GlobalFree'),14,0,14
('GlobalAlloc'; 'RegQueryValueExW'),6,6,0
('HeapAlloc'; 'GetFullPathNameW'),7,7,0
('LocalAlloc'; 'GetProcAddress'),14,2,12
('HeapFree'; 'LoadLibraryA'),21,7,14
('IsBadWritePtr'; 'LocalFree'),0,0,0
('LocalFree'; 'RegEnumValueW'),20,6,14
('IsBadReadPtr'; 'LoadLibraryExW'),12,1,11
('GetLongPathNameW'; 'GetCurrentProcessId'),2,2,0
('HeapAlloc'; 'RegOpenKeyExA'),23,9,14
('GlobalFree'; 'SetThreadPriority'),14,1,13
('GlobalFree'; 'GetFileAttributesW'),0,0,0
('RegOpenKeyExW'; 'LocalAlloc'),2,2,0
('IsBadStringPtrW'; 'RegOpenKeyExW'),0,0,0
('HeapAlloc'; 'GetLongPathNameW'),3,3,0
('RegQueryValueExW'; 'LocalAlloc'),0,0,0
('GlobalReAlloc'; 'RegOpenKeyExW'),0,0,0
('RegSetValueExW'; 'RegQueryValueExW'),0,0,0
('HeapFree'; 'LocalAlloc'),9,9,0
('GetEnvironmentVariableW'; 'OpenProcess'),14,0,14
('GetLongPathNameW'; 'IsBadWritePtr'),2,2,0
('CreateProcessW'; 'LocalFree'),0,0,0
('RegOpenKeyExA'; 'RegCloseKey'),18,5,13
('GlobalFree'; 'LoadLibraryA'),1,0,1
('GetProcAddress'; 'RegQueryValueExW'),9,9,0
